num_topics,coherence
2,0.41180434546676076
3,0.4491826880781173
4,0.42154823914944917
5,0.4454583386194494
6,0.4149912596988632
7,0.39933240515578283
8,0.40123660174050124
9,0.36605112142240914
10,0.36179161305487456
11,0.3389376686062909
12,0.3488959856350516
13,0.36841519031359093
14,0.3589478140955031
15,0.35769803396514194
